zone,zone_lat,zone_lon,predicted_violations,covered,displaced_out,displaced_in,residual_predicted
"BTP204 - ESI Hospital, Rajajinagar",12.990391505138339,77.55374700711464,0.897778,False,0.0,0.0,0.9
BTP135 - UCO Bank Junction,12.935614800409418,77.61498017666327,0.38396713,False,0.0,0.0,0.38
"BTP170 - Dr. Bheem Rao Palace, Chord Road",12.990421004162116,77.5512981467759,0.8263114,False,0.0,0.0,0.83
GRID_12.98_77.61,12.982315039961069,77.61142804699666,2.0077145,True,0.6,0.0,1.41
BTP118 - Basappa Circle,12.958122083148147,77.57755178,0.6703259,True,0.2,0.0,0.47
BTP205 - Modi Hospital Junction,12.99749328843376,77.54689053376117,0.2828279,False,0.0,0.0,0.28
GRID_13.07_77.59,13.071008121621116,77.58842966218143,0.5397043,False,0.0,0.0,0.54
BTP010 - Rajajinagar Entrance,12.982219445330337,77.56000469953807,0.34002092,False,0.0,0.0,0.34
"BTP189 - New Diagonal Road, Jayanagar",12.928088273359073,77.58068341254827,0.6403309,False,0.0,0.0,0.64
BTP137 - Madiwala Traffic PS Junction,12.923003773243375,77.62004738469177,0.7419344,False,0.0,0.0,0.74
BTP068 - Veeresh Theatre Junction,12.977204228666666,77.54560205444444,0.62966955,False,0.0,0.0,0.63
BTP008 - Navarang Theatre,12.998479756367226,77.55309288953602,0.23540446,False,0.0,0.0,0.24
GRID_13.01_77.57,13.006951315854739,77.57045226303514,1.4190156,False,0.0,0.0,1.42
BTP069 - MC Circle,12.974678015539343,77.54747629313898,0.4421763,False,0.0,0.0,0.44
"BTP148 - 17th Main, Doopanahalli Bus Stop",12.963544359694668,77.64224911220946,0.38611752,False,0.0,0.0,0.39
"BTP095 - Satellite Bus Stand, Mysore Road",12.953803576387163,77.5433510796265,0.48043236,False,0.0,0.0,0.48
BTP054 - Shivananda Circle,12.986304582859464,77.57888402889894,0.31143835,True,0.09,0.0,0.22
BTP167 - JC Road Junction,12.958270949400605,77.5812765294281,0.7481402,True,0.22,0.0,0.53
BTP192 - Urvashi Theater,12.95644291764706,77.58601795813148,0.3834928,False,0.0,0.0,0.38
BTP172 - Nanjappa Circle,12.961712130591632,77.5994701020202,0.23431048,False,0.0,0.0,0.23
BTP028 - Vijayanagar Bus Stand Junction,12.972557481866048,77.53810466215123,0.24769284,False,0.0,0.0,0.25
BTP208 - Havanur Circle,12.987943587152564,77.5375518757677,0.26842952,False,0.0,0.0,0.27
BTP071 - Prasanna Junction,12.974425242344251,77.55209937891078,0.30238038,False,0.0,0.0,0.3
BTP074 - Leprosy Hospital Junction,12.975734541859076,77.56168708821251,0.20161189,False,0.0,0.0,0.2
GRID_13.04_77.59,13.035899075386217,77.58915421361779,2.1453772,False,0.0,0.0,2.15
"BTP115 - Sahasra Hospital, Jayanagar",12.9172537672404,77.57373717884926,0.49471766,False,0.0,0.0,0.49
"BTP206 - Shankara Mutt Circle, Vijayanagar",12.998634004522613,77.54148434706867,0.14125662,False,0.0,0.0,0.14
"BTP210 - 50th cross, 12th Main , Rajajinagar",12.986993655784064,77.5551775596401,0.3250076,False,0.0,0.0,0.33
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",12.979942471434695,77.55467846447999,0.3218263,False,0.0,0.0,0.32
BTP184 - Lalbagh West Gate,12.948408644615386,77.58014869538462,0.55077916,False,0.0,0.0,0.55
"BTP024 - NPS, Vijayanagar",12.98285641751018,77.54881741390679,0.37222025,False,0.0,0.0,0.37
BTP136 - Hosur-Tavarkere Road Junction,12.934256872468355,77.60856094556962,0.36081043,False,0.0,0.0,0.36
"BTP033 - Sophia High School, Sankey Road",12.990396026086957,77.58866933540372,0.4633325,True,0.14,0.0,0.32
"BTP123 - 10th Cross, Wilson Garden",12.946074685373008,77.59611191647917,0.24714403,False,0.0,0.0,0.25
BTP155 - Katriguppe Junction,12.926701964163822,77.55074101638225,0.40081972,False,0.0,0.0,0.4
"BTP226 - 33rd Cross, 11th Main, Jayanagar",12.92587461497326,77.58560018262033,0.2331426,False,0.0,0.0,0.23
"BTP202 - East End Main Road, Jayanagar",12.917146362068966,77.59691362068966,0.45793623,False,0.0,0.0,0.46
BTP018 - Dhobi Ghat Junction,12.987581793589744,77.54985970128205,0.23275422,False,0.0,0.0,0.23
BTP091 - Sirsi Circle,12.962144173390557,77.55870154763949,0.33351043,False,0.0,0.0,0.33
"BTP101 - Blood Bank Circle, KH Road",12.961954240163934,77.5961973273224,0.06981829,False,0.0,0.0,0.07
BTP076 - Hudson Circle,12.968017993059126,77.5887969092545,0.13492288,False,0.0,0.0,0.13
BTP140 - Madiwala Check Post,12.93232729010239,77.61331337269624,0.21364106,False,0.0,0.0,0.21
BTP126 - Dairy Circle,12.936761205533596,77.60207464584981,0.20899801,False,0.0,0.0,0.21
BTP067 - Jai Muni Rao Circle,12.97851010095941,77.5427450559276,0.096722625,False,0.0,0.0,0.1
"BTP179 - 9th Block, 28th Main, Jayanagar",12.916983268749998,77.59499624625,0.4021817,False,0.0,0.0,0.4
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",12.91730204968153,77.57837235923567,0.2853289,False,0.0,0.0,0.29
"BTP188 - 27th Cross, 4th Main, Jayanagar",12.929678117578124,77.58056281445313,0.33381918,False,0.0,0.0,0.33
BTP085 - Briyand Circle,12.966174915827338,77.56939723597122,0.35754612,True,0.11,0.0,0.25
