zone,zone_kind,bin_start,horizon,zone_lat,zone_lon,predicted_violations,risk,congestion_index,est_capacity_reduction_pct,economic_cost_inr,vehicle_hours_delay
BTP100 - Richmond Circle,junction,2024-04-09 00:00:00,1,12.962794659409594,77.59828995424354,0.06596064,Low,0.2,0.1,0.0,0.0
"BTP101 - Blood Bank Circle, KH Road",junction,2024-04-09 00:00:00,1,12.961954240163934,77.5961973273224,0.06981829,Low,0.2,0.1,0.0,0.0
"BTP102 - BMTC Junction, KH Road",junction,2024-04-09 00:00:00,1,12.95558064,77.59289194142858,0.07624105,Low,0.4,0.3,0.0,0.0
BTP103 - Shanti Nagar TTMC,junction,2024-04-09 00:00:00,1,12.953835349166667,77.59173402500001,0.045245443,Low,0.3,0.2,0.0,0.0
BTP104 - Medical College Circle,junction,2024-04-09 00:00:00,1,12.959592314468084,77.57662682195745,1.5727165,Low,10.6,6.3,42.0,0.2
BTP105 - Shivasankara Circle,junction,2024-04-09 00:00:00,1,12.956886487078652,77.57419385617978,0.0974965,Low,0.4,0.2,0.0,0.0
BTP106 - VV Puram College,junction,2024-04-09 00:00:00,1,12.952853619144381,77.5742573657524,0.040196486,Low,0.2,0.1,0.0,0.0
BTP107 - National College Junction,junction,2024-04-09 00:00:00,1,12.948955050684932,77.57294951506849,0.02415042,Low,0.1,0.1,0.0,0.0
BTP108 - Tagore Park Junction,junction,2024-04-09 00:00:00,1,12.943919908505448,77.57145599325675,0.8060052,Low,3.2,1.9,6.0,0.0
BTP109 - Dewan Madhava Rao Junction,junction,2024-04-09 00:00:00,1,12.940876033076922,77.5724223026923,0.14948645,Low,0.6,0.4,0.0,0.0
"BTP110 - Bharathi Nursing Home, Basavanagudi",junction,2024-04-09 00:00:00,1,12.93742960532226,77.57230527575187,0.0007577491,Low,0.0,0.0,0.0,0.0
"BTP112 - 14th Cross, KR Road",junction,2024-04-09 00:00:00,1,12.92934653,77.57320882,0.002582355,Low,0.0,0.0,0.0,0.0
"BTP113 - 27th Cross, Pai Vista, KR Road",junction,2024-04-09 00:00:00,1,12.917530724324326,77.57309781441441,0.0636039,Low,0.3,0.2,0.0,0.0
"BTP114 - KR Road Junction, Near JSS",junction,2024-04-09 00:00:00,1,12.924322724413159,77.57493878339055,0.0089957435,Low,0.0,0.0,0.0,0.0
"BTP115 - Sahasra Hospital, Jayanagar",junction,2024-04-09 00:00:00,1,12.9172537672404,77.57373717884926,0.49471766,Low,3.7,2.2,5.0,0.0
"BTP117 - 9th Cross, Kanakapura Road",junction,2024-04-09 00:00:00,1,12.91238351302521,77.57324936218488,0.29641885,Low,1.8,1.1,1.0,0.0
BTP118 - Basappa Circle,junction,2024-04-09 00:00:00,1,12.958122083148147,77.57755178,0.6703259,Low,3.6,2.1,6.0,0.0
BTP119 - Minerva Circle,junction,2024-04-09 00:00:00,1,12.955120233734938,77.58029479216867,0.063625835,Low,0.3,0.2,0.0,0.0
BTP120 - Lalbagh Main Gate Junction,junction,2024-04-09 00:00:00,1,12.954161373619632,77.58463449325154,0.07383964,Low,0.4,0.3,0.0,0.0
BTP121 - KH Circle,junction,2024-04-09 00:00:00,1,12.951919158666666,77.59041085733334,0.04712663,Low,0.3,0.2,0.0,0.0
BTP122 - Siddapura Junction,junction,2024-04-09 00:00:00,1,12.948459547286822,77.59291910930233,0.103695594,Low,0.7,0.4,0.0,0.0
"BTP123 - 10th Cross, Wilson Garden",junction,2024-04-09 00:00:00,1,12.946074685373008,77.59611191647917,0.24714403,Low,1.2,0.7,1.0,0.0
BTP126 - Dairy Circle,junction,2024-04-09 00:00:00,1,12.936761205533596,77.60207464584981,0.20899801,Low,1.7,1.0,1.0,0.0
"BTP127 - Sagar Hospital, Jayanagar",junction,2024-04-09 00:00:00,1,12.927932214705882,77.59837052941177,0.052924205,Low,0.4,0.2,0.0,0.0
BTP128 - Gorappanapalya Junction,junction,2024-04-09 00:00:00,1,12.920613594117647,77.6003740882353,0.1241243,Low,0.7,0.4,0.0,0.0
BTP130 - GD Mara Junction,junction,2024-04-09 00:00:00,1,12.908069806993007,77.60081927185315,0.1475555,Low,0.6,0.3,0.0,0.0
BTP132 - Anepalya Junction,junction,2024-04-09 00:00:00,1,12.951218263265307,77.60693767210884,0.145727,Low,0.9,0.6,0.0,0.0
BTP133 - Adugodi Junction,junction,2024-04-09 00:00:00,1,12.941890507462688,77.60854312089552,0.030765418,Low,0.2,0.1,0.0,0.0
BTP134 - Mico Bande,junction,2024-04-09 00:00:00,1,12.945716540540541,77.6025567972973,0.036080167,Low,0.2,0.1,0.0,0.0
BTP135 - UCO Bank Junction,junction,2024-04-09 00:00:00,1,12.935614800409418,77.61498017666327,0.38396713,Low,1.7,1.0,2.0,0.0
BTP136 - Hosur-Tavarkere Road Junction,junction,2024-04-09 00:00:00,1,12.934256872468355,77.60856094556962,0.36081043,Low,2.7,1.6,2.0,0.0
BTP137 - Madiwala Traffic PS Junction,junction,2024-04-09 00:00:00,1,12.923003773243375,77.62004738469177,0.7419344,Low,5.3,3.2,10.0,0.1
BTP138 - Sarjapur Road Check Post,junction,2024-04-09 00:00:00,1,12.927108226774553,77.61689196143901,0.060884777,Low,0.4,0.2,0.0,0.0
BTP140 - Madiwala Check Post,junction,2024-04-09 00:00:00,1,12.93232729010239,77.61331337269624,0.21364106,Low,1.4,0.8,1.0,0.0
BTP141 - Palmgroove Junction,junction,2024-04-09 00:00:00,1,12.968275867567566,77.61366548648648,0.0044711335,Low,0.0,0.0,0.0,0.0
BTP142 - Lower Agram Road Junction,junction,2024-04-09 00:00:00,1,12.962000976190476,77.61538746190476,0.0073541054,Low,0.0,0.0,0.0,0.0
BTP143 - ASC Junction,junction,2024-04-09 00:00:00,1,12.969471173333334,77.61978309333334,0.009865768,Low,0.1,0.1,0.0,0.0
BTP144 - Commando Hospital Junction,junction,2024-04-09 00:00:00,1,12.968701750000001,77.62630552499999,0.0045483205,Low,0.0,0.0,0.0,0.0
"BTP145 - Sri Hatti Maramma Circle, Domluru",junction,2024-04-09 00:00:00,1,12.961289213222164,77.63616230302713,0.19324657,Low,1.0,0.6,0.0,0.0
BTP146 - Domlur Water Tank,junction,2024-04-09 00:00:00,1,12.960501909016394,77.63876197213115,0.25649008,Low,1.5,0.9,1.0,0.0
"BTP148 - 17th Main, Doopanahalli Bus Stop",junction,2024-04-09 00:00:00,1,12.963544359694668,77.64224911220946,0.38611752,Low,2.5,1.5,2.0,0.0
BTP154 - Itmadu Junction,junction,2024-04-09 00:00:00,1,12.930232485714285,77.54541242857144,0.0006719437,Low,0.0,0.0,0.0,0.0
BTP155 - Katriguppe Junction,junction,2024-04-09 00:00:00,1,12.926701964163822,77.55074101638225,0.40081972,Low,1.6,1.0,2.0,0.0
BTP156 - Kamakya Junction,junction,2024-04-09 00:00:00,1,12.923800053611933,77.55335398807121,0.0102983285,Low,0.1,0.0,0.0,0.0
BTP157 - Kadirenahalli Cross,junction,2024-04-09 00:00:00,1,12.912996066666667,77.56706291333333,0.0010008371,Low,0.0,0.0,0.0,0.0
BTP158 - Devegowda Petrol Bunk,junction,2024-04-09 00:00:00,1,12.921269069483158,77.5603682596793,0.09856366,Low,0.5,0.3,0.0,0.0
"BTP159 - JP Nagar Metro, ORR",junction,2024-04-09 00:00:00,1,12.906232425875,77.573168152875,0.05854333,Low,0.4,0.2,0.0,0.0
"BTP161 - 15th Cross, 35th Main, JP Nagar",junction,2024-04-09 00:00:00,1,12.906493766666665,77.577648025,0.0061682225,Low,0.0,0.0,0.0,0.0
"BTP163 - 16th Main Road, BTM Layout",junction,2024-04-09 00:00:00,1,12.915018361967213,77.6085338095082,0.06336504,Low,0.3,0.2,0.0,0.0
"BTP164 - 29th Main Road, BTM Layout",junction,2024-04-09 00:00:00,1,12.915922940343162,77.61541795166417,0.020870246,Low,0.1,0.0,0.0,0.0
BTP166 - Coffee Board Junction,junction,2024-04-09 00:00:00,1,12.984923901801801,77.59434976306306,0.09320076,Low,0.5,0.3,0.0,0.0
BTP167 - JC Road Junction,junction,2024-04-09 00:00:00,1,12.958270949400605,77.5812765294281,0.7481402,Low,4.0,2.4,8.0,0.0
"BTP168 - MSR Building, JC Road",junction,2024-04-09 00:00:00,1,12.961178251219511,77.5842871495935,0.11377728,Low,0.7,0.4,0.0,0.0
"BTP170 - Dr. Bheem Rao Palace, Chord Road",junction,2024-04-09 00:00:00,1,12.990421004162116,77.5512981467759,0.8263114,Low,5.6,3.4,12.0,0.1
BTP171 - Indian Express (Balekundri),junction,2024-04-09 00:00:00,1,12.986118457731958,77.59866572268041,0.21483186,Low,1.1,0.6,1.0,0.0
BTP172 - Nanjappa Circle,junction,2024-04-09 00:00:00,1,12.961712130591632,77.5994701020202,0.23431048,Low,0.8,0.5,0.0,0.0
BTP173 - TMC,junction,2024-04-09 00:00:00,1,12.982320013533833,77.59870472105264,0.07718323,Low,0.4,0.2,0.0,0.0
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",junction,2024-04-09 00:00:00,1,12.91730204968153,77.57837235923567,0.2853289,Low,1.7,1.0,1.0,0.0
"BTP177 - Aurobindo Circle, ORR",junction,2024-04-09 00:00:00,1,12.916604498192772,77.58521114759036,0.14643414,Low,0.8,0.5,0.0,0.0
"BTP178 - 18th Main, Marenahalli",junction,2024-04-09 00:00:00,1,12.91689827142857,77.58956701428572,0.034166493,Low,0.2,0.1,0.0,0.0
"BTP179 - 9th Block, 28th Main, Jayanagar",junction,2024-04-09 00:00:00,1,12.916983268749998,77.59499624625,0.4021817,Low,2.0,1.2,2.0,0.0
BTP180 - Swagath Poornima Theatre,junction,2024-04-09 00:00:00,1,12.960504212931033,77.58728456206896,0.17603138,Low,1.3,0.8,1.0,0.0
BTP181 - Bileka Halli Junction,junction,2024-04-09 00:00:00,1,12.9019944125,77.60112085,0.0013486043,Low,0.0,0.0,0.0,0.0
"BTP182 - 19th Main Junction, Rajajinagar",junction,2024-04-09 00:00:00,1,12.998964814459148,77.55086697652493,0.35799605,Low,1.6,0.9,1.0,0.0
BTP184 - Lalbagh West Gate,junction,2024-04-09 00:00:00,1,12.948408644615386,77.58014869538462,0.55077916,Low,2.2,1.3,3.0,0.0
BTP185 - RV Teachers College,junction,2024-04-09 00:00:00,1,12.944620242592592,77.58062071851852,0.007977878,Low,0.0,0.0,0.0,0.0
"BTP186 - 9th Cross, 4th Main, Jayanagar",junction,2024-04-09 00:00:00,1,12.939346947891531,77.58306246593123,0.12074562,Low,0.4,0.3,0.0,0.0
BTP187 - South End Circle,junction,2024-04-09 00:00:00,1,12.937353674534268,77.58199584693376,0.026339531,Low,0.1,0.1,0.0,0.0
"BTP188 - 27th Cross, 4th Main, Jayanagar",junction,2024-04-09 00:00:00,1,12.929678117578124,77.58056281445313,0.33381918,Low,1.2,0.7,1.0,0.0
"BTP189 - New Diagonal Road, Jayanagar",junction,2024-04-09 00:00:00,1,12.928088273359073,77.58068341254827,0.6403309,Low,2.7,1.6,4.0,0.0
"BTP190 - 36th Cross, 4th Main, Jayanagar",junction,2024-04-09 00:00:00,1,12.922651633687517,77.58126195007735,0.035898536,Low,0.1,0.1,0.0,0.0
"BTP191 - 40th Cross, 4th Main, Jayanagar",junction,2024-04-09 00:00:00,1,12.92006186516854,77.5822193022472,0.04420274,Low,0.2,0.1,0.0,0.0
BTP192 - Urvashi Theater,junction,2024-04-09 00:00:00,1,12.95644291764706,77.58601795813148,0.3834928,Low,2.1,1.3,2.0,0.0
BTP193 - Vasavi Circle,junction,2024-04-09 00:00:00,1,12.949692636337348,77.57682725461063,0.037241053,Low,0.2,0.1,0.0,0.0
BTP196 - Sarakki Main Road,junction,2024-04-09 00:00:00,1,12.91112095952765,77.5781207231884,0.06368355,Low,0.3,0.2,0.0,0.0
"BTP197 - 9th Cross, 24th Main, JP Nagar",junction,2024-04-09 00:00:00,1,12.911649257920791,77.58617407673268,0.06409381,Low,0.3,0.2,0.0,0.0
"BTP198 - 9th Cross, 8th Main, JP Nagar",junction,2024-04-09 00:00:00,1,12.910182857142857,77.5956611,0.00375779,Low,0.0,0.0,0.0,0.0
"BTP200 - 15th Cross, 33rd Main, JP Nagar",junction,2024-04-09 00:00:00,1,12.906321830434782,77.58130143913044,0.007851298,Low,0.0,0.0,0.0,0.0
"BTP202 - East End Main Road, Jayanagar",junction,2024-04-09 00:00:00,1,12.917146362068966,77.59691362068966,0.45793623,Low,2.7,1.6,3.0,0.0
BTP203 - RRMR Junction,junction,2024-04-09 00:00:00,1,12.967407398347108,77.59355071239669,0.052680604,Low,0.4,0.2,0.0,0.0
"BTP204 - ESI Hospital, Rajajinagar",junction,2024-04-09 00:00:00,1,12.990391505138339,77.55374700711464,0.897778,Low,4.7,2.8,11.0,0.1
BTP205 - Modi Hospital Junction,junction,2024-04-09 00:00:00,1,12.99749328843376,77.54689053376117,0.2828279,Low,1.2,0.7,1.0,0.0
"BTP206 - Shankara Mutt Circle, Vijayanagar",junction,2024-04-09 00:00:00,1,12.998634004522613,77.54148434706867,0.14125662,Low,0.6,0.4,0.0,0.0
BTP207 - 8th Main Road Basaveshwara Nagar,junction,2024-04-09 00:00:00,1,12.991911170558376,77.53847922335025,0.043865666,Low,0.2,0.1,0.0,0.0
BTP208 - Havanur Circle,junction,2024-04-09 00:00:00,1,12.987943587152564,77.5375518757677,0.26842952,Low,1.2,0.7,1.0,0.0
"BTP210 - 50th cross, 12th Main , Rajajinagar",junction,2024-04-09 00:00:00,1,12.986993655784064,77.5551775596401,0.3250076,Low,1.7,1.0,1.0,0.0
BTP211 - Central Street Junction,junction,2024-04-09 00:00:00,1,12.98332668621232,77.60345690325934,2.4674883,Low,13.7,8.2,85.0,0.5
BTP212 - Minto Junction,junction,2024-04-09 00:00:00,1,12.960257728985507,77.57143755652173,0.049402874,Low,0.3,0.2,0.0,0.0
BTP213 - Royan Circle,junction,2024-04-09 00:00:00,1,12.960757848606496,77.56831495368421,0.009869725,Low,0.1,0.1,0.0,0.0
BTP214 - 5th Main Chamrajpet  Junction,junction,2024-04-09 00:00:00,1,12.966109929586068,77.54990258726592,0.18372726,Low,1.0,0.6,0.0,0.0
BTP215 - Vanivillas Junction,junction,2024-04-09 00:00:00,1,12.946164027505311,77.57023107982037,0.13282716,Low,0.7,0.4,0.0,0.0
BTP216 - Yediyur Junction,junction,2024-04-09 00:00:00,1,12.93802209089189,77.57687954027875,0.1373507,Low,0.8,0.5,0.0,0.0
BTP217 - Baleyele Junction,junction,2024-04-09 00:00:00,1,12.957376190529521,77.56945101736699,0.07395783,Low,0.3,0.2,0.0,0.0
BTP218 - Syndicate Bank Junction,junction,2024-04-09 00:00:00,1,12.934745061184211,77.58441769605264,0.045438863,Low,0.2,0.1,0.0,0.0
BTP219 - Canara Bank Junction,junction,2024-04-09 00:00:00,1,12.931163036825396,77.58447701111112,0.0799663,Low,0.4,0.2,0.0,0.0
BTP220 - Puttanna Junction,junction,2024-04-09 00:00:00,1,12.928850529296875,77.5828325640625,0.028226193,Low,0.2,0.1,0.0,0.0
"BTP221 - 15th Cross, 24th Main, JP Nagar",junction,2024-04-09 00:00:00,1,12.904821129473683,77.58624848105264,0.25488916,Low,1.5,0.9,1.0,0.0
BTP222 - Delmia Circle,junction,2024-04-09 00:00:00,1,12.905872203529412,77.59264487411765,0.069201514,Low,0.4,0.2,0.0,0.0
BTP225 - Geetha Junction,junction,2024-04-09 00:00:00,1,12.928369027272728,77.58585405849803,0.037292287,Low,0.2,0.1,0.0,0.0
"BTP226 - 33rd Cross, 11th Main, Jayanagar",junction,2024-04-09 00:00:00,1,12.92587461497326,77.58560018262033,0.2331426,Low,1.3,0.8,1.0,0.0
GRID_12.81_77.69,grid,2024-04-09 00:00:00,1,12.811375666666668,77.69438576666666,0.0013552642,Low,0.0,0.0,0.0,0.0
GRID_12.81_77.7,grid,2024-04-09 00:00:00,1,12.806186907142857,77.69885753571428,0.03871422,Low,0.3,0.2,0.0,0.0
GRID_12.82_77.68,grid,2024-04-09 00:00:00,1,12.824635366666667,77.68403943333334,0.0014162153,Low,0.0,0.0,0.0,0.0
GRID_12.82_77.69,grid,2024-04-09 00:00:00,1,12.819648171111112,77.68820439444445,0.03731098,Low,0.2,0.1,0.0,0.0
GRID_12.83_77.68,grid,2024-04-09 00:00:00,1,12.827809036666668,77.68211430666666,0.011182744,Low,0.2,0.1,0.0,0.0
GRID_12.84_77.59,grid,2024-04-09 00:00:00,1,12.844480449999999,77.58816885,6.9730627e-06,Low,0.0,0.0,0.0,0.0
GRID_12.84_77.64,grid,2024-04-09 00:00:00,1,12.84218213521131,77.64429451715615,0.3813178,Low,1.7,1.0,2.0,0.0
GRID_12.84_77.65,grid,2024-04-09 00:00:00,1,12.841695712077703,77.64683507837839,0.35255808,Low,1.0,0.6,1.0,0.0
GRID_12.84_77.66,grid,2024-04-09 00:00:00,1,12.840699553333334,77.66263480666666,0.0047130547,Low,0.0,0.0,0.0,0.0
GRID_12.84_77.67,grid,2024-04-09 00:00:00,1,12.842729,77.67452865,0.0013841854,Low,0.0,0.0,0.0,0.0
