zone,rank,feature,feature_value,shap,direction
GRID_12.95_77.54,1,zone_hist_mean,0.028955532574974147,-1.4064,decreases
GRID_12.95_77.54,2,zone_freq_enc,0.00014579536579015882,-0.3208,decreases
GRID_12.95_77.54,3,roll_7d_mean,0.017857142857142856,-0.2327,decreases
GRID_12.95_77.54,4,weekofyear,15.0,0.1532,increases
GRID_12.95_77.55,1,zone_hist_mean,0.007238883143743537,-2.3169,decreases
GRID_12.95_77.55,2,roll_7d_mean,0.0,-0.5331,decreases
GRID_12.95_77.55,3,zone_freq_enc,3.6448841447539705e-05,-0.4638,decreases
GRID_12.95_77.55,4,violation_growth_rate,0.0,-0.2793,decreases
GRID_12.95_77.56,1,zone_hist_mean,0.017580144777662874,-1.6588,decreases
GRID_12.95_77.56,2,hour,0.0,-0.3632,decreases
GRID_12.95_77.56,3,zone_freq_enc,8.851861494402499e-05,-0.3458,decreases
GRID_12.95_77.56,4,roll_7d_mean,0.017857142857142856,-0.3169,decreases
GRID_12.95_77.59,1,zone_hist_mean,0.07238883143743537,-0.5084,decreases
GRID_12.95_77.59,2,violation_growth_rate,3.913043478260869,0.49,increases
GRID_12.95_77.59,3,weekofyear,15.0,0.3709,increases
GRID_12.95_77.59,4,month,4.0,0.2326,increases
GRID_12.95_77.6,1,zone_hist_mean,0.020682523267838676,-1.6747,decreases
GRID_12.95_77.6,2,weekofyear,15.0,0.5227,increases
GRID_12.95_77.6,3,violation_growth_rate,4.2857142857142865,0.5114,increases
GRID_12.95_77.6,4,roll_7d_mean,0.0,-0.4427,decreases
GRID_12.95_77.61,1,zone_hist_mean,0.010341261633919338,-2.0895,decreases
GRID_12.95_77.61,2,roll_7d_mean,0.0,-0.5232,decreases
GRID_12.95_77.61,3,zone_freq_enc,5.206977349648529e-05,-0.4543,decreases
GRID_12.95_77.61,4,violation_growth_rate,1.0,-0.3605,decreases
GRID_12.95_77.62,1,zone_hist_mean,0.038262668045501554,-1.1479,decreases
GRID_12.95_77.62,2,zone_freq_enc,0.00019265816193699556,-0.2909,decreases
GRID_12.95_77.62,3,lag_1bin,0.0,-0.1476,decreases
GRID_12.95_77.62,4,roll_7d_mean,0.03571428571428571,-0.1343,decreases
GRID_12.95_77.63,1,zone_hist_mean,0.009307135470527405,-2.1408,decreases
GRID_12.95_77.63,2,roll_7d_mean,0.0,-0.5693,decreases
GRID_12.95_77.63,3,zone_freq_enc,4.686279614683676e-05,-0.4406,decreases
GRID_12.95_77.63,4,hour,0.0,-0.4329,decreases
GRID_12.95_77.64,1,zone_hist_mean,0.04860392967942089,-0.97,decreases
GRID_12.95_77.64,2,roll_7d_mean,0.0,-0.527,decreases
GRID_12.95_77.64,3,zone_freq_enc,0.00024472793543348087,-0.2646,decreases
GRID_12.95_77.64,4,weekofyear,15.0,0.2113,increases
GRID_12.95_77.65,1,zone_hist_mean,0.017580144777662874,-1.7467,decreases
GRID_12.95_77.65,2,violation_growth_rate,4.285714285714286,0.6193,increases
GRID_12.95_77.65,3,weekofyear,15.0,0.4443,increases
GRID_12.95_77.65,4,roll_7d_mean,0.0,-0.3935,decreases
GRID_12.95_77.68,1,zone_hist_mean,0.0062047569803516025,-2.4716,decreases
GRID_12.95_77.68,2,zone_freq_enc,3.1241864097891176e-05,-0.4719,decreases
GRID_12.95_77.68,3,roll_7d_mean,0.0,-0.4594,decreases
GRID_12.95_77.68,4,violation_growth_rate,0.0,-0.2835,decreases
GRID_12.95_77.69,1,zone_hist_mean,0.03722854188210962,-1.19,decreases
GRID_12.95_77.69,2,roll_7d_mean,0.0,-0.5375,decreases
GRID_12.95_77.69,3,violation_growth_rate,0.0,-0.2673,decreases
GRID_12.95_77.69,4,month,4.0,-0.256,decreases
GRID_12.95_77.7,1,zone_hist_mean,0.859358841778697,0.9031,increases
GRID_12.95_77.7,2,hour,0.0,0.3109,increases
GRID_12.95_77.7,3,lag_1bin,0.0,-0.1961,decreases
GRID_12.95_77.7,4,violation_growth_rate,0.39488966318234603,-0.188,decreases
GRID_12.95_77.72,1,hour,0.0,0.3285,increases
GRID_12.95_77.72,2,violation_growth_rate,2.528957528957529,0.3153,increases
GRID_12.95_77.72,3,weekofyear,15.0,0.2733,increases
GRID_12.95_77.72,4,zone_hist_mean,0.3154084798345398,0.1976,increases
GRID_12.95_77.74,1,zone_hist_mean,0.01344364012409514,-1.9646,decreases
GRID_12.95_77.74,2,roll_7d_mean,0.0,-0.5145,decreases
GRID_12.95_77.74,3,zone_freq_enc,6.769070554543087e-05,-0.3929,decreases
GRID_12.95_77.74,4,violation_growth_rate,1.0,-0.3423,decreases
GRID_12.95_77.75,1,zone_hist_mean,0.002068252326783868,-4.1934,decreases
GRID_12.95_77.75,2,zone_freq_enc,1.0413954699297059e-05,-0.7288,decreases
GRID_12.95_77.75,3,violation_growth_rate,4.285714285714286,0.6632,increases
GRID_12.95_77.75,4,roll_30d_mean,0.0125,-0.6379,decreases
GRID_12.96_77.5,1,zone_hist_mean,0.015511892450879007,-1.6697,decreases
GRID_12.96_77.5,2,violation_growth_rate,0.0,-0.4992,decreases
GRID_12.96_77.5,3,zone_freq_enc,7.810466024472793e-05,-0.3799,decreases
GRID_12.96_77.5,4,month,4.0,-0.3647,decreases
GRID_12.96_77.51,1,violation_growth_rate,0.08746355685131195,-0.5383,decreases
GRID_12.96_77.51,2,zone_hist_mean,0.39917269906928643,0.4186,increases
GRID_12.96_77.51,3,month,4.0,-0.3365,decreases
GRID_12.96_77.51,4,lag_1bin,0.0,-0.2095,decreases
GRID_12.96_77.52,1,zone_hist_mean,0.34953464322647365,0.2288,increases
GRID_12.96_77.52,2,lag_1bin,0.0,-0.2021,decreases
GRID_12.96_77.52,3,roll_7d_mean,0.6785714285714286,0.1644,increases
GRID_12.96_77.52,4,lag_1d,0.0,-0.1405,decreases
GRID_12.96_77.53,1,roll_7d_mean,0.0,-0.8186,decreases
GRID_12.96_77.53,2,zone_hist_mean,0.48500517063081694,0.5385,increases
GRID_12.96_77.53,3,hour,0.0,-0.4998,decreases
GRID_12.96_77.53,4,zone_heavy_veh_share,0.006396588486140725,-0.3968,decreases
GRID_12.96_77.54,1,zone_heavy_veh_share,0.007662835249042145,-0.2435,decreases
GRID_12.96_77.54,2,violation_growth_rate,1.8433179723502304,0.2098,increases
GRID_12.96_77.54,3,lag_1bin,0.0,-0.1907,decreases
GRID_12.96_77.54,4,zone_hist_mean,0.26990692864529475,0.1504,increases
GRID_12.96_77.55,1,zone_hist_mean,0.3557394002068252,0.2268,increases
GRID_12.96_77.55,2,lag_1bin,0.0,-0.1969,decreases
GRID_12.96_77.55,3,roll_7d_mean,0.8928571428571429,0.1797,increases
GRID_12.96_77.55,4,lag_1d,0.0,-0.1401,decreases
GRID_12.96_77.56,1,violation_growth_rate,0.0,-0.5006,decreases
GRID_12.96_77.56,2,month,4.0,-0.3453,decreases
GRID_12.96_77.56,3,roll_7d_mean,0.03571428571428571,-0.2967,decreases
GRID_12.96_77.56,4,zone_hist_mean,0.1437435367114788,-0.2158,decreases
GRID_12.96_77.6,1,zone_hist_mean,0.002068252326783868,-3.3927,decreases
GRID_12.96_77.6,2,violation_growth_rate,4.285714285714286,0.6699,increases
GRID_12.96_77.6,3,zone_freq_enc,1.0413954699297059e-05,-0.6329,decreases
GRID_12.96_77.6,4,weekofyear,15.0,0.5465,increases
GRID_12.96_77.61,1,zone_hist_mean,0.011375387797311272,-1.982,decreases
GRID_12.96_77.61,2,roll_7d_mean,0.0,-0.4861,decreases
GRID_12.96_77.61,3,violation_growth_rate,0.0,-0.4369,decreases
GRID_12.96_77.61,4,zone_freq_enc,5.727675084613382e-05,-0.4139,decreases
GRID_12.96_77.62,1,zone_hist_mean,0.010341261633919338,-2.0218,decreases
GRID_12.96_77.62,2,roll_7d_mean,0.0,-0.5988,decreases
GRID_12.96_77.62,3,zone_freq_enc,5.206977349648529e-05,-0.4305,decreases
GRID_12.96_77.62,4,hour,0.0,-0.427,decreases
GRID_12.96_77.64,1,zone_hist_mean,0.05480868665977249,-0.8932,decreases
GRID_12.96_77.64,2,roll_7d_mean,0.0,-0.5868,decreases
GRID_12.96_77.64,3,zone_freq_enc,0.00027596979953137203,-0.2368,decreases
GRID_12.96_77.64,4,zone_heavy_veh_share,0.37735849056603776,0.1832,increases
GRID_12.96_77.65,1,zone_hist_mean,0.890382626680455,0.8921,increases
GRID_12.96_77.65,2,hour,0.0,0.2421,increases
GRID_12.96_77.65,3,lag_1bin,0.0,-0.205,decreases
GRID_12.96_77.65,4,zone_freq_enc,0.004483207498047383,0.1979,increases
GRID_12.96_77.66,1,zone_hist_mean,0.10341261633919338,-0.4687,decreases
GRID_12.96_77.66,2,roll_7d_mean,0.07142857142857142,-0.2492,decreases
GRID_12.96_77.66,3,violation_growth_rate,0.24489795918367344,-0.2382,decreases
GRID_12.96_77.66,4,month,4.0,-0.1829,decreases
GRID_12.96_77.67,1,roll_7d_mean,0.0,-0.6465,decreases
GRID_12.96_77.67,2,hour,0.0,-0.2534,decreases
GRID_12.96_77.67,3,zone_heavy_veh_share,0.017857142857142856,-0.1931,decreases
GRID_12.96_77.67,4,lag_1bin,0.0,-0.1599,decreases
GRID_12.96_77.68,1,zone_hist_mean,0.011375387797311272,-1.9822,decreases
GRID_12.96_77.68,2,roll_7d_mean,0.0,-0.5589,decreases
GRID_12.96_77.68,3,zone_freq_enc,5.727675084613382e-05,-0.3875,decreases
GRID_12.96_77.68,4,hour,0.0,-0.3089,decreases
GRID_12.96_77.69,1,zone_hist_mean,0.023784901758014478,-1.4188,decreases
GRID_12.96_77.69,2,roll_7d_mean,0.0,-0.5214,decreases
GRID_12.96_77.69,3,violation_growth_rate,0.0,-0.4984,decreases
GRID_12.96_77.69,4,month,4.0,-0.3751,decreases
GRID_12.96_77.7,1,zone_hist_mean,1.2171664943123062,0.9693,increases
GRID_12.96_77.7,2,zone_freq_enc,0.006128612340536319,0.2323,increases
GRID_12.96_77.7,3,lag_1bin,0.0,-0.2072,decreases
GRID_12.96_77.7,4,lag_1d,0.0,-0.1981,decreases
GRID_12.96_77.71,1,roll_7d_mean,0.07142857142857142,-0.3246,decreases
GRID_12.96_77.71,2,zone_hist_mean,0.13547052740434332,-0.3136,decreases
GRID_12.96_77.71,3,lag_7d,4.0,0.2862,increases
GRID_12.96_77.71,4,hour,0.0,0.2315,increases
GRID_12.96_77.72,1,zone_hist_mean,1.4963805584281282,1.0748,increases
GRID_12.96_77.72,2,zone_freq_enc,0.007534496224941421,0.2712,increases
GRID_12.96_77.72,3,hour,0.0,0.2125,increases
GRID_12.96_77.72,4,lag_1bin,0.0,-0.2089,decreases
GRID_12.96_77.73,1,roll_7d_mean,0.05357142857142857,-0.2285,decreases
GRID_12.96_77.73,2,zone_hist_mean,0.16339193381592554,-0.1872,decreases
GRID_12.96_77.73,3,lag_1bin,0.0,-0.1643,decreases
GRID_12.96_77.73,4,repeat_offender_density,0.0,-0.1308,decreases
GRID_12.96_77.74,1,zone_hist_mean,0.01964839710444674,-1.5627,decreases
GRID_12.96_77.74,2,roll_7d_mean,0.0,-0.4501,decreases
GRID_12.96_77.74,3,zone_freq_enc,9.893256964332205e-05,-0.3723,decreases
GRID_12.96_77.74,4,weekofyear,15.0,0.1493,increases
GRID_12.96_77.75,1,zone_hist_mean,0.050672182006204755,-0.913,decreases
GRID_12.96_77.75,2,zone_freq_enc,0.00025514189013277794,-0.2635,decreases
GRID_12.96_77.75,3,violation_growth_rate,0.32967032967032966,-0.2014,decreases
GRID_12.96_77.75,4,roll_7d_mean,0.03571428571428571,-0.1998,decreases
GRID_12.96_77.76,1,zone_hist_mean,0.002068252326783868,-3.3587,decreases
GRID_12.96_77.76,2,zone_freq_enc,1.0413954699297059e-05,-0.5967,decreases
GRID_12.96_77.76,3,roll_7d_mean,0.0,-0.5796,decreases
GRID_12.96_77.76,4,hour,0.0,-0.3601,decreases
GRID_12.97_77.49,1,zone_hist_mean,0.001034126163391934,-3.8283,decreases
GRID_12.97_77.49,2,zone_freq_enc,5.206977349648529e-06,-0.7031,decreases
GRID_12.97_77.49,3,roll_7d_mean,0.0,-0.6471,decreases
GRID_12.97_77.49,4,hour,0.0,-0.3483,decreases
GRID_12.97_77.5,1,zone_hist_mean,0.02171664943123061,-1.4273,decreases
GRID_12.97_77.5,2,violation_growth_rate,0.0,-0.4749,decreases
GRID_12.97_77.5,3,zone_freq_enc,0.00010934652434261911,-0.3733,decreases
GRID_12.97_77.5,4,month,4.0,-0.3549,decreases
GRID_12.97_77.51,1,hour,0.0,0.2393,increases
GRID_12.97_77.51,2,zone_heavy_veh_share,0.20540540540540542,0.1814,increases
GRID_12.97_77.51,3,roll_7d_mean,0.14285714285714285,-0.174,decreases
GRID_12.97_77.51,4,lag_1bin,0.0,-0.1662,decreases
GRID_12.97_77.53,1,zone_hist_mean,0.002068252326783868,-3.7727,decreases
GRID_12.97_77.53,2,zone_freq_enc,1.0413954699297059e-05,-0.7207,decreases
GRID_12.97_77.53,3,roll_7d_mean,0.0,-0.6634,decreases
GRID_12.97_77.53,4,roll_30d_mean,0.008333333333333333,-0.3893,decreases
GRID_12.97_77.54,1,roll_7d_mean,0.0,-0.758,decreases
GRID_12.97_77.54,2,zone_hist_mean,0.06618407445708377,-0.7005,decreases
GRID_12.97_77.54,3,violation_growth_rate,0.0,-0.53,decreases
GRID_12.97_77.54,4,month,4.0,-0.3972,decreases
GRID_12.97_77.55,1,roll_7d_mean,0.0,-0.5567,decreases
GRID_12.97_77.55,2,violation_growth_rate,2.142857142857143,0.1992,increases
GRID_12.97_77.55,3,weekofyear,15.0,0.1782,increases
GRID_12.97_77.55,4,zone_hist_mean,0.1892450879007239,-0.1567,decreases
GRID_12.97_77.56,1,zone_hist_mean,0.02998965873836608,-1.3697,decreases
GRID_12.97_77.56,2,zone_freq_enc,0.00015100234313980736,-0.3329,decreases
GRID_12.97_77.56,3,month,4.0,-0.154,decreases
GRID_12.97_77.56,4,violation_growth_rate,0.38961038961038963,-0.1509,decreases
GRID_12.97_77.57,1,zone_hist_mean,0.0796277145811789,-0.5826,decreases
GRID_12.97_77.57,2,roll_7d_mean,0.07142857142857142,-0.2525,decreases
GRID_12.97_77.57,3,hour,0.0,0.2168,increases
GRID_12.97_77.57,4,zone_heavy_veh_share,0.3246753246753247,0.1703,increases
GRID_12.97_77.58,1,zone_hist_mean,0.6701137538779731,0.6512,increases
GRID_12.97_77.58,2,lag_1bin,0.0,-0.2226,decreases
GRID_12.97_77.58,3,roll_7d_mean,1.3214285714285714,0.2087,increases
GRID_12.97_77.58,4,zone_freq_enc,0.003374121322572247,0.1631,increases
GRID_12.97_77.6,1,zone_hist_mean,0.09927611168562564,-0.5185,decreases
GRID_12.97_77.6,2,violation_growth_rate,0.0,-0.4842,decreases
GRID_12.97_77.6,3,roll_7d_mean,0.017857142857142856,-0.4721,decreases
GRID_12.97_77.6,4,month,4.0,-0.3442,decreases
GRID_12.97_77.61,1,zone_hist_mean,1.6442605997931747,1.2206,increases
GRID_12.97_77.61,2,zone_freq_enc,0.008279093985941162,0.2942,increases
GRID_12.97_77.61,3,roll_7d_mean,1.0535714285714286,0.2308,increases
GRID_12.97_77.61,4,lag_1bin,0.0,-0.1866,decreases
GRID_12.97_77.62,1,zone_hist_mean,1.3236814891416753,1.1139,increases
GRID_12.97_77.62,2,roll_7d_mean,1.9821428571428572,0.2921,increases
GRID_12.97_77.62,3,lag_1d,2.0,0.2552,increases
GRID_12.97_77.62,4,zone_freq_enc,0.0066649310075501175,0.2501,increases
GRID_12.97_77.63,1,roll_7d_mean,1.0178571428571428,0.4261,increases
GRID_12.97_77.63,2,lag_1bin,0.0,-0.1867,decreases
GRID_12.97_77.63,3,roll_30d_mean,0.2875,0.144,increases
GRID_12.97_77.63,4,lag_1d,0.0,-0.1333,decreases
GRID_12.97_77.64,1,zone_hist_mean,0.8097207859358841,0.8171,increases
GRID_12.97_77.64,2,zone_heavy_veh_share,0.024265644955300127,-0.4045,decreases
GRID_12.97_77.64,3,hour,0.0,-0.2527,decreases
GRID_12.97_77.64,4,lag_1bin,0.0,-0.2031,decreases
GRID_12.97_77.65,1,zone_hist_mean,0.7890382626680456,0.7958,increases
GRID_12.97_77.65,2,zone_heavy_veh_share,0.020969855832241154,-0.331,decreases
GRID_12.97_77.65,3,hour,0.0,-0.227,decreases
GRID_12.97_77.65,4,lag_1bin,0.0,-0.2154,decreases
GRID_12.97_77.66,1,zone_hist_mean,1.0517063081695968,0.9679,increases
GRID_12.97_77.66,2,violation_growth_rate,2.3717059639389735,0.3389,increases
GRID_12.97_77.66,3,zone_heavy_veh_share,0.02359882005899705,-0.2324,decreases
GRID_12.97_77.66,4,zone_freq_enc,0.005295495964592554,0.225,increases
GRID_12.97_77.67,1,zone_hist_mean,0.0031023784901758012,-2.8062,decreases
GRID_12.97_77.67,2,zone_freq_enc,1.5620932048945588e-05,-0.5809,decreases
GRID_12.97_77.67,3,hour,0.0,-0.327,decreases
GRID_12.97_77.67,4,zone_heavy_veh_share,0.0,-0.2551,decreases
GRID_12.97_77.68,1,zone_hist_mean,0.0031023784901758012,-2.9647,decreases
GRID_12.97_77.68,2,roll_7d_mean,0.0,-0.6185,decreases
GRID_12.97_77.68,3,zone_freq_enc,1.5620932048945588e-05,-0.5792,decreases
GRID_12.97_77.68,4,violation_growth_rate,1.0,-0.311,decreases
GRID_12.97_77.7,1,zone_hist_mean,0.11478800413650465,-0.3669,decreases
GRID_12.97_77.7,2,lag_1bin,0.0,-0.1658,decreases
GRID_12.97_77.7,3,hour,0.0,0.1231,increases
GRID_12.97_77.7,4,zone_freq_enc,0.0005779744858109867,-0.1226,decreases
GRID_12.97_77.71,1,zone_hist_mean,0.6225439503619442,0.6961,increases
GRID_12.97_77.71,2,hour,0.0,0.2436,increases
GRID_12.97_77.71,3,lag_1d,3.0,0.2428,increases
GRID_12.97_77.71,4,roll_7d_mean,0.14285714285714285,-0.2198,decreases
GRID_12.97_77.72,1,zone_hist_mean,0.5387797311271976,0.7322,increases
GRID_12.97_77.72,2,roll_7d_mean,0.0,-0.5655,decreases
GRID_12.97_77.72,3,lag_1bin,0.0,-0.2308,decreases
GRID_12.97_77.72,4,zone_heavy_veh_share,0.2667946257197697,0.1896,increases
GRID_12.97_77.73,1,zone_hist_mean,0.002068252326783868,-4.1709,decreases
GRID_12.97_77.73,2,zone_freq_enc,1.0413954699297059e-05,-0.7446,decreases
GRID_12.97_77.73,3,roll_30d_mean,0.016666666666666666,-0.7251,decreases
GRID_12.97_77.73,4,hour,0.0,-0.3053,decreases
GRID_12.97_77.74,1,zone_hist_mean,0.004136504653567736,-3.3733,decreases
GRID_12.97_77.74,2,zone_freq_enc,2.0827909398594117e-05,-0.6161,decreases
GRID_12.97_77.74,3,roll_30d_mean,0.020833333333333332,-0.469,decreases
GRID_12.97_77.74,4,roll_7d_mean,0.07142857142857142,-0.2453,decreases
GRID_12.97_77.75,1,zone_hist_mean,0.07859358841778696,-0.5737,decreases
GRID_12.97_77.75,2,roll_7d_mean,0.08928571428571429,-0.2748,decreases
GRID_12.97_77.75,3,zone_freq_enc,0.0003957302785732882,-0.1688,decreases
GRID_12.97_77.75,4,lag_1bin,0.0,-0.1662,decreases
GRID_12.97_77.76,1,zone_hist_mean,0.001034126163391934,-3.8283,decreases
GRID_12.97_77.76,2,zone_freq_enc,5.206977349648529e-06,-0.7031,decreases
GRID_12.97_77.76,3,roll_7d_mean,0.0,-0.6471,decreases
GRID_12.97_77.76,4,hour,0.0,-0.3483,decreases
GRID_12.98_77.48,1,zone_hist_mean,0.001034126163391934,-3.8781,decreases
GRID_12.98_77.48,2,zone_freq_enc,5.206977349648529e-06,-0.7042,decreases
GRID_12.98_77.48,3,roll_7d_mean,0.0,-0.6475,decreases
GRID_12.98_77.48,4,hour,0.0,-0.3409,decreases
GRID_12.98_77.49,1,zone_hist_mean,0.0031023784901758012,-2.9712,decreases
GRID_12.98_77.49,2,roll_7d_mean,0.0,-0.5879,decreases
GRID_12.98_77.49,3,zone_freq_enc,1.5620932048945588e-05,-0.5692,decreases
GRID_12.98_77.49,4,roll_30d_mean,0.0,0.3187,increases
GRID_12.98_77.51,1,zone_hist_mean,0.03516028955532575,-1.2124,decreases
GRID_12.98_77.51,2,roll_7d_mean,0.0,-0.4705,decreases
GRID_12.98_77.51,3,zone_freq_enc,0.00017703722988804998,-0.2598,decreases
GRID_12.98_77.51,4,lag_1bin,0.0,-0.1391,decreases
GRID_12.98_77.52,1,zone_hist_mean,0.01964839710444674,-1.5485,decreases
GRID_12.98_77.52,2,violation_growth_rate,3.142857142857143,0.4914,increases
GRID_12.98_77.52,3,weekofyear,15.0,0.4491,increases
GRID_12.98_77.52,4,roll_7d_mean,0.0,-0.4353,decreases
GRID_12.98_77.53,1,zone_hist_mean,0.0703205791106515,-0.6238,decreases
GRID_12.98_77.53,2,roll_7d_mean,0.08928571428571429,-0.3003,decreases
GRID_12.98_77.53,3,zone_freq_enc,0.00035407445977609996,-0.1663,decreases
GRID_12.98_77.53,4,lag_1bin,0.0,-0.148,decreases
GRID_12.98_77.54,1,zone_hist_mean,0.015511892450879007,-1.8252,decreases
GRID_12.98_77.54,2,roll_7d_mean,0.0,-0.5164,decreases
GRID_12.98_77.54,3,zone_freq_enc,7.810466024472793e-05,-0.386,decreases
GRID_12.98_77.54,4,violation_growth_rate,1.0,-0.3399,decreases
GRID_12.98_77.56,1,zone_hist_mean,0.5511892450879007,0.6608,increases
GRID_12.98_77.56,2,hour,0.0,-0.3168,decreases
GRID_12.98_77.56,3,roll_7d_mean,0.14285714285714285,-0.292,decreases
GRID_12.98_77.56,4,zone_heavy_veh_share,0.020637898686679174,-0.2564,decreases
GRID_12.98_77.57,1,zone_hist_mean,0.020682523267838676,-1.4535,decreases
GRID_12.98_77.57,2,zone_freq_enc,0.00010413954699297059,-0.3672,decreases
GRID_12.98_77.57,3,roll_7d_mean,0.017857142857142856,-0.3032,decreases
GRID_12.98_77.57,4,lag_1bin,0.0,-0.124,decreases
GRID_12.98_77.58,1,roll_7d_mean,0.07142857142857142,-0.3465,decreases
GRID_12.98_77.58,2,lag_7d,1.0,0.1903,increases
GRID_12.98_77.58,3,lag_1bin,0.0,-0.1899,decreases
GRID_12.98_77.58,4,violation_growth_rate,0.5357142857142857,-0.1324,decreases
GRID_12.98_77.6,1,roll_7d_mean,0.0,-0.6558,decreases
GRID_12.98_77.6,2,violation_growth_rate,0.2179176755447942,-0.2316,decreases
GRID_12.98_77.6,3,zone_hist_mean,0.14788004136504654,-0.211,decreases
GRID_12.98_77.6,4,hour,0.0,-0.1917,decreases
GRID_12.98_77.61,1,zone_hist_mean,2.6483971044467425,1.4091,increases
GRID_12.98_77.61,2,lag_1d,28.0,0.6163,increases
GRID_12.98_77.61,3,roll_7d_mean,5.053571428571429,0.4582,increases
GRID_12.98_77.61,4,zone_freq_enc,0.013335068992449883,0.3427,increases
GRID_12.98_77.62,1,lag_1bin,0.0,-0.1754,decreases
GRID_12.98_77.62,2,lag_1d,0.0,-0.1127,decreases
GRID_12.98_77.62,3,repeat_offender_density,0.0,-0.1119,decreases
GRID_12.98_77.62,4,hour,0.0,0.11,increases
GRID_12.98_77.63,1,zone_hist_mean,0.3453981385729059,0.3245,increases
GRID_12.98_77.63,2,roll_7d_mean,0.08928571428571429,-0.2087,decreases
GRID_12.98_77.63,3,hour,0.0,0.1967,increases
GRID_12.98_77.63,4,lag_1bin,0.0,-0.1961,decreases
GRID_12.98_77.64,1,zone_hist_mean,0.5377456049638056,0.6075,increases
GRID_12.98_77.64,2,violation_growth_rate,2.5396825396825395,0.291,increases
GRID_12.98_77.64,3,roll_7d_mean,0.125,-0.2633,decreases
GRID_12.98_77.64,4,weekofyear,15.0,0.2523,increases
GRID_12.98_77.65,1,roll_7d_mean,0.03571428571428571,-0.309,decreases
GRID_12.98_77.65,2,lag_1bin,0.0,-0.184,decreases
GRID_12.98_77.65,3,zone_hist_mean,0.1592554291623578,-0.1665,decreases
GRID_12.98_77.65,4,hour,0.0,-0.1431,decreases
GRID_12.98_77.66,1,zone_hist_mean,0.008273009307135471,-2.2013,decreases
GRID_12.98_77.66,2,roll_7d_mean,0.0,-0.5599,decreases
GRID_12.98_77.66,3,zone_freq_enc,4.1655818797188234e-05,-0.4477,decreases
GRID_12.98_77.66,4,hour,0.0,-0.4222,decreases
GRID_12.98_77.68,1,zone_hist_mean,0.022750775594622543,-1.4951,decreases
GRID_12.98_77.68,2,violation_growth_rate,0.0,-0.4817,decreases
GRID_12.98_77.68,3,month,4.0,-0.358,decreases
GRID_12.98_77.68,4,zone_freq_enc,0.00011455350169226764,-0.332,decreases
GRID_12.98_77.69,1,zone_hist_mean,0.11375387797311272,-0.4992,decreases
GRID_12.98_77.69,2,roll_7d_mean,0.08928571428571429,-0.3016,decreases
GRID_12.98_77.69,3,hour,0.0,0.2398,increases
GRID_12.98_77.69,4,zone_heavy_veh_share,0.6272727272727273,0.1696,increases
GRID_12.98_77.7,1,hour,0.0,0.2822,increases
GRID_12.98_77.7,2,lag_1bin,0.0,-0.1862,decreases
GRID_12.98_77.7,3,zone_heavy_veh_share,0.276,0.176,increases
GRID_12.98_77.7,4,lag_1d,0.0,-0.1126,decreases
GRID_12.98_77.71,1,roll_7d_mean,0.07142857142857142,-0.3354,decreases
GRID_12.98_77.71,2,hour,0.0,0.2253,increases
GRID_12.98_77.71,3,zone_heavy_veh_share,0.2956989247311828,0.2012,increases
GRID_12.98_77.71,4,lag_1bin,0.0,-0.1861,decreases
GRID_12.98_77.72,1,zone_hist_mean,0.02688728024819028,-1.3983,decreases
GRID_12.98_77.72,2,violation_growth_rate,3.2773109243697482,0.5214,increases
GRID_12.98_77.72,3,weekofyear,15.0,0.4634,increases
GRID_12.98_77.72,4,roll_7d_mean,0.0,-0.394,decreases
GRID_12.98_77.73,1,zone_hist_mean,0.02688728024819028,-1.3957,decreases
GRID_12.98_77.73,2,violation_growth_rate,4.017857142857143,0.5907,increases
GRID_12.98_77.73,3,weekofyear,15.0,0.4795,increases
GRID_12.98_77.73,4,roll_7d_mean,0.0,-0.4209,decreases
GRID_12.98_77.75,1,zone_hist_mean,0.10651499482936919,-0.4579,decreases
GRID_12.98_77.75,2,roll_7d_mean,0.05357142857142857,-0.318,decreases
GRID_12.98_77.75,3,violation_growth_rate,0.32142857142857145,-0.1919,decreases
GRID_12.98_77.75,4,lag_1bin,0.0,-0.1769,decreases
GRID_12.98_77.77,1,zone_hist_mean,0.016546018614270942,-1.8079,decreases
GRID_12.98_77.77,2,roll_7d_mean,0.0,-0.5211,decreases
GRID_12.98_77.77,3,zone_freq_enc,8.331163759437647e-05,-0.3949,decreases
GRID_12.98_77.77,4,violation_growth_rate,1.0,-0.3394,decreases
GRID_12.99_77.45,1,zone_hist_mean,0.0,-6.9043,decreases
GRID_12.99_77.45,2,zone_freq_enc,0.0,-1.6894,decreases
GRID_12.99_77.45,3,roll_7d_mean,0.0,-0.7863,decreases
GRID_12.99_77.45,4,hour,0.0,-0.3223,decreases
GRID_12.99_77.47,1,zone_hist_mean,0.014477766287487074,-1.8547,decreases
GRID_12.99_77.47,2,violation_growth_rate,0.0,-0.49,decreases
GRID_12.99_77.47,3,zone_freq_enc,7.289768289507941e-05,-0.395,decreases
GRID_12.99_77.47,4,month,4.0,-0.3613,decreases
GRID_12.99_77.48,1,zone_hist_mean,0.02998965873836608,-1.5959,decreases
GRID_12.99_77.48,2,weekofyear,15.0,0.3981,increases
GRID_12.99_77.48,3,violation_growth_rate,4.285714285714286,0.3973,increases
GRID_12.99_77.48,4,zone_freq_enc,0.00015100234313980736,-0.3336,decreases
